"continent","country","GADM_level_1","GADM_level_2","region_custom","region_detail","ISO_2","kingdom","phylum","class","order","group","language","source_link","source_name","year","file_hash"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Plantae",NA,NA,NA,"Bryophytes","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b17-moose.pdf","Die Moose des Fürstentums Liechtenstein","2000","d041bf524f1b1bfebb62f5ef75a6cae924f9c5557b70c09f1b272bacef114706"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Lepidoptera","Bombycidae","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b18-spinnerschwaermer.pdf","Die Spinner und Schwärmer des Fürstentums Liechtenstein (Lepidoptera: Bombyces et Sphinges sensu classico)","2001","bbe708a52fcc6d83f17066404b6113d90687b6955aa759a500931b7a5c97b820"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Lepidoptera","Hawk Moths","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b18-spinnerschwaermer.pdf","Die Spinner und Schwärmer des Fürstentums Liechtenstein (Lepidoptera: Bombyces et Sphinges sensu classico)","2001","bbe708a52fcc6d83f17066404b6113d90687b6955aa759a500931b7a5c97b820"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Hymenoptera","Bees","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/bienen.pdf","Die Bienen und Wespen des Fürstentums Liechtenstein","2002","9dd2f2cef6dec094d93a03236e22c07be00930083d56178f36847eb8c582cf90"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Hymenoptera","Wasps","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/bienen.pdf","Die Bienen und Wespen des Fürstentums Liechtenstein","2002","9dd2f2cef6dec094d93a03236e22c07be00930083d56178f36847eb8c582cf90"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata","Amphibia",NA,"Amphibians","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b20-amphibien_2002.pdf","Die Amphibien des Fürstentums Liechtenstein","2002","4c4697b9f9f25bbeff5f9a7a12e75d694ea6d041b79b2dbdae4451786ffa441d"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata","Aves",NA,"Breeding Birds","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/voegel.pdf","Die Vögel des Fürstentums Liechtenstein","2006","1999ec062af9634a393365f0dfe7bf051a3281cd221f179a1eed9f1ebd633b00"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata","Reptilia",NA,"Reptiles","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b23-reptilien.pdf","Die Reptilien des Fürstentums Liechtenstein","2006","7871b9845e1b262f39b8750dd3d88a91d59936062bb0f13ae56ee4242ff7fce1"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b25-spanner_eulen.pdf","Die Spanner und Eulen des Fürstentums Liechtenstein (Lepidoptera: Geometridae, Nolidae, Erebidae, Noctuidae)","2008","67362b231116dc006b69fbe92bd89123f3b9fe3d8550332b1460aef23a0c88e9"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b25-spanner_eulen.pdf","Die Spanner und Eulen des Fürstentums Liechtenstein (Lepidoptera: Geometridae, Nolidae, Erebidae, Noctuidae)","2008","67362b231116dc006b69fbe92bd89123f3b9fe3d8550332b1460aef23a0c88e9"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b25-spanner_eulen.pdf","Die Spanner und Eulen des Fürstentums Liechtenstein (Lepidoptera: Geometridae, Nolidae, Erebidae, Noctuidae)","2008","67362b231116dc006b69fbe92bd89123f3b9fe3d8550332b1460aef23a0c88e9"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b25-spanner_eulen.pdf","Die Spanner und Eulen des Fürstentums Liechtenstein (Lepidoptera: Geometridae, Nolidae, Erebidae, Noctuidae)","2008","67362b231116dc006b69fbe92bd89123f3b9fe3d8550332b1460aef23a0c88e9"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda","Insecta","Hymenoptera","Ants","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b26-ameisen.pdf","Die Ameisen des Fürstentums Liechtenstein (Hymenoptera, Formicidae)","2009","ad510323155482511f9f28d354e85c7dd1bc1dcf4c64f9f0274bc4b7551a0878"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata","Amphibia",NA,"Amphibians","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/amphibien-2011.pdf","Amphibien monitoring in Liechtenstein 1995–2010","2011","e5b41b03b5765b8c4915f4bbc1f000d2bd1443c17791a74111a728abcd0ecc0d"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata","Mammalia",NA,"Mammals","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b28_saeugetiere.pdf","Die Säugetiere des Fürstentums Liechtenstein (Mammalia)","2011","58d8fb837ccc191655e740a66ddc617b181891b4136c8ee463e6d6164346d9ef"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Arthropoda",NA,NA,"Crustaceans","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/sonderdruck_inhalt_gesamtbd30.pdf","Die Fische und Krebse des Fürstentums Liechtenstein","2014","caee59afe353b1e055fee5a202edfa27b8355e00cb1fd9659e46e68e58bd342c"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata",NA,NA,"Fishes","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/sonderdruck_inhalt_gesamtbd30.pdf","Die Fische und Krebse des Fürstentums Liechtenstein","2014","caee59afe353b1e055fee5a202edfa27b8355e00cb1fd9659e46e68e58bd342c"
"Europe","Liechtenstein",NA,NA,NA,NA,"LI","Animalia","Chordata","Aves",NA,"Breeding Birds","German","https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/brutvogelatlas_gesamt.pdf","Brutvogel atlas des Fürstentums Liechtenstein","2019","77607f13848d23442a3721df897330a4dabca0fef84122fabd92f7ebc5ff19d7"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Plantae",NA,NA,NA,"Flora","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2021","2021","7384ac5b7926d6d05965b903fef45fa05f012585f4e616e3ba3e3dbcd9d54c05"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Fungi",NA,NA,NA,"Mushrooms","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2021","2021","7384ac5b7926d6d05965b903fef45fa05f012585f4e616e3ba3e3dbcd9d54c05"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Animalia",NA,NA,NA,"Fauna","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2021","2021","7384ac5b7926d6d05965b903fef45fa05f012585f4e616e3ba3e3dbcd9d54c05"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Plantae",NA,NA,NA,"Flora","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2007","2007","d9e96627c4914dd00dd6d67c1d772999c9916197440ee906c48cbf2826b1764f"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Fungi",NA,NA,NA,"Mushrooms","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2007","2007","d9e96627c4914dd00dd6d67c1d772999c9916197440ee906c48cbf2826b1764f"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Animalia",NA,NA,NA,"Fauna","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2007","2007","d9e96627c4914dd00dd6d67c1d772999c9916197440ee906c48cbf2826b1764f"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Plantae",NA,NA,NA,"Flora","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2005","2005","45312cdf1bf219d012748dbb934fa5e6ecaa57a1fdc15b317f7b815258c832a4"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Fungi",NA,NA,NA,"Mushrooms","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2005","2005","45312cdf1bf219d012748dbb934fa5e6ecaa57a1fdc15b317f7b815258c832a4"
"Europe","Lithuania",NA,NA,NA,NA,"LT","Animalia",NA,NA,NA,"Fauna","Latvian","https://www.raudonojiknyga.lt/knyga/91-isleista-naujoji-2021-m-lietuvos-raudonoji-knyga","Lietuvos raudonoji knyga 2005","2005","45312cdf1bf219d012748dbb934fa5e6ecaa57a1fdc15b317f7b815258c832a4"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-da-fauna-brasileira-ameacada-de-extincao-2018","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção","2018","8a582e527d30ba0bb1297e354536e151015a75029c8aefc2af384ddb707b8514"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Mammalia",NA,"Mammals","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro_vermelho_2018_vol2.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume ii – mamíferos","2018","ec7700d8cc8a1fdc231b05b9258a8cb0cda95d789832b8736c63fb7280b230c0"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Aves",NA,"Birds","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-da-fauna-brasileira-ameacada-de-extincao-2018","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume III – aves","2018","0633f89de0ae3304aa0cd7074dfbc31a1ccbff5ce3a624688fbd2f4ae7c66505"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Reptilia",NA,"Reptiles","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-da-fauna-brasileira-ameacada-de-extincao-2018","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume iv – répteis","2018","new_d5bf8c3248f0fbe976c325263e9d7857"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Amphibia",NA,"Amphibians","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-da-fauna-brasileira-ameacada-de-extincao-2018","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume v – anfíbios","2018","d96e105b0bb2b1bf889d859f1ae5019d0444491be3ab608a23088c8f33c0915b"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata",NA,NA,"Fishes","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-da-fauna-brasileira-ameacada-de-extincao-2018","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume vi – peixes","2018","a532a343dda0ee60b46e09b72d14dfe25f9d31940a26ef71094822939159d81a"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia",NA,NA,NA,"Invertebrates","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-da-fauna-brasileira-ameacada-de-extincao-2018","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume vii – invertebrados","2018","64ea9ffa71b2cb1d05e18d708c434d56fd5ce65ce240a4216efe8a2323336b6c"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/dcom_sumario_executivo_livro_vermelho_da_fauna_brasileira_ameacada_de_extincao_2016.pdf","Sumário Executivo Livro Vermelho da Fauna Brasileira Ameaçada de Extinç","2016","a763fba0c7a8c9c9deb9976e765d34869bf2ce2098f2777f235e9b4afedb7784"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Aves",NA,"Birds","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/Aves.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume II","2008","d5ac22dd23fc7717879505ef367ec886784689b5b2e526c2377f6368f5af68e8"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata",NA,NA,"Fishes","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/Peixes.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume II","2008","c32f7fe1d4f9f04bc88679838c790773781d29ac0a2951e0dc1b25870f00a7aa"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Amphibia",NA,"Amphibians","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/Anfibios.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume II","2008","f3008ef8b6d8ec37f10f7ee1d5204366cadc0d2cc3f553c2c99614a08cc51bbf"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Reptilia",NA,"Reptiles","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/Repteis.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume II","2008","0deca340e89ef5b4b492a529a99796e73747030b47e870c1af68e8c814b5d9bd"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia","Chordata","Mammalia",NA,"Mammals","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/livro-vermelho/livro-vermelho-ed-ano-2008","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume II","2008","cd67470227181da1c076f693ed684db0fa2985a2755394230971d3f8fb12e90c"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia",NA,NA,NA,"Terrestrial Invertebrates","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/Inv_terrestres.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume I","2008","d8caaabbb79d41e1674f9de97717e8caf4595e0eef4e72792102fa91ead9a79d"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia",NA,NA,NA,"Aquatic Invertebrates","Portuguese","https://www.gov.br/icmbio/pt-br/centrais-de-conteudo/publicacoes/publicacoes-diversas/Inv_aquaticos.pdf","Livro Vermelho da Fauna Brasileira Ameaçada de Extinção volume I","2008","ac8e790b577aeda42664cf59579eec18fbd292c03540bb22f35dacc515abfb31"
"South America","Brazil",NA,NA,NA,NA,"BR","Plantae",NA,NA,NA,"Flora","Portuguese","https://dspace.jbrj.gov.br/jspui/handle/doc/26","Livro vermelho da flora do Brasil","2013","40f05c79eaee9e0967c5b8650427b8832bf17ac0cafe9ce253e849879062a15f"
"South America","Brazil",NA,NA,NA,NA,"BR","Plantae",NA,NA,NA,"Flora Of Cerrado Biom","Portuguese","https://dspace.jbrj.gov.br/jspui/handle/doc/27","Livro Vermelho da Flora do Brasil - Plantas Raras do Cerrado","2014","77a7690ea5d627d265b2117ea86464d4b4296a35cbab165894bf512cc69de006"
"South America","Brazil","Pernambuco",NA,NA,NA,"BR","Animalia","Chordata","Amphibia",NA,"Amphibians","Portuguese","https://www2.cprh.pe.gov.br/wp-content/uploads/2024/05/E-book-Avaliacao-do-Estado-de-Conservacao-dos-Anfibios-e-Repteis-de-Pernambuco-Vermelho-IMPRESSAO-ATUALIZADA.pdf","Avaliacao do Estado de Conservacao dos Anfibios e Repteis de Pernambuco","2015","f9490504908fe1c242f90ab4c24cab242097bad4b2f45f49dc2b2484bdc862aa"
"South America","Brazil","Pernambuco",NA,NA,NA,"BR","Animalia","Chordata","Reptilia",NA,"Reptiles","Portuguese","https://www2.cprh.pe.gov.br/wp-content/uploads/2024/05/E-book-Avaliacao-do-Estado-de-Conservacao-dos-Anfibios-e-Repteis-de-Pernambuco-Vermelho-IMPRESSAO-ATUALIZADA.pdf","Avaliacao do Estado de Conservacao dos Anfibios e Repteis de Pernambuco","2018","f9490504908fe1c242f90ab4c24cab242097bad4b2f45f49dc2b2484bdc862aa"
"South America","Brazil",NA,NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572557301581","Lista Vermelha do Livro Vermelho da Fauna Brasileira Ameaçada de Extinção 2018","2018","8268eda1e038a1c3fef175b7fb081accc8ad035e0bdcfd1b2b7ecb8f83a930ef"
"South America","Brazil","Minas Gerais",NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572887872419","Lista de Ameaça de Flora e Fauna do Estado de Minas Gerais","2010","9bb864804ffcb85cb0d1016ed84ce8f1c8ecb7c3181bf3236a3a4c148d11a24b"
"South America","Brazil","Minas Gerais",NA,NA,NA,"BR","Plantae",NA,NA,NA,"Flora","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572887872419","Lista de Ameaça de Flora e Fauna do Estado de Minas Gerais","2008","9bb864804ffcb85cb0d1016ed84ce8f1c8ecb7c3181bf3236a3a4c148d11a24b"
"South America","Brazil","Paraná",NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://www.dinamicasistemas.com.br/upload/files/anx-pr-6040.pdf","DECRETO Nº 6.039","2024","7bbe4cd27f86128d35663af033b404128007f8be73128a0ef02103ef7681da59"
"South America","Brazil","Paraná",NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572895366472","Lista de Ameaça de Flora e Fauna do Estado do Paraná. Última avaliação da Flora (2008) e da Fauna (2010).","2010","74507638f47477a5fd8bcf26c2a3e4a62c97f13a4149446e3187e46a4645455c"
"South America","Brazil","Paraná",NA,NA,NA,"BR","Plantae",NA,NA,NA,"Flora","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572895366472","Lista de Ameaça de Flora e Fauna do Estado do Paraná. Última avaliação da Flora (2008) e da Fauna (2010).","2008","74507638f47477a5fd8bcf26c2a3e4a62c97f13a4149446e3187e46a4645455c"
"South America","Brazil","Rio Grande do Sul",NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://www.ibiraiaras.rs.gov.br/wp-content/uploads/2017/09/decreto_estadual_n-41672-fauna_ameacada.pdf","Lista das Espécies Lista das Espécies Lista das Espécies da Fauna Ameaçadas de auna Ameaçadas de auna Ameaçadas de Extinção no Rio Grande do Su","2002","b1c24a3d23a0276076b52fad750e11d6990de893d366f8a56e0b2d0f356fa3f8"
"South America","Brazil","Rio Grande do Sul",NA,NA,NA,"BR","Animalia",NA,NA,NA,"Fauna","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572898055708","Lista de Ameaça de Flora e Fauna do Estado do Rio Grande do Sul","2014","4f40c2a866178a6d1208bab94adff394e19091b36d14f19a9759e593214b97ee"
"South America","Brazil","Rio Grande do Sul",NA,NA,NA,"BR","Plantae",NA,NA,NA,"Flora","Portuguese","https://specieslist.sibbr.gov.br/speciesListItem/list/drt1572898055708","Lista de Ameaça de Flora e Fauna do Estado do Rio Grande do Sul","2014","4f40c2a866178a6d1208bab94adff394e19091b36d14f19a9759e593214b97ee"
